"","date","Temp","Celsius"
"1",1987-12-05,"ATMP",15.8
"2",1987-12-06,"ATMP",15.5
"3",1987-12-07,"ATMP",23
"4",1987-12-08,"ATMP",23.9
"5",1987-12-09,"ATMP",21
"6",1987-12-10,"ATMP",24.6
"7",1987-12-11,"ATMP",21.6
"8",1987-12-12,"ATMP",18.8
"9",1987-12-13,"ATMP",21.9
"10",1987-12-14,"ATMP",23.7
"11",1987-12-15,"ATMP",25
"12",1987-12-16,"ATMP",25.3
"13",1987-12-17,"ATMP",12.1
"14",1987-12-18,"ATMP",14.9
"15",1987-12-19,"ATMP",21.8
"16",1987-12-20,"ATMP",23.6
"17",1987-12-21,"ATMP",24.2
"18",1987-12-22,"ATMP",24.4
"19",1987-12-23,"ATMP",22.5
"20",1987-12-24,"ATMP",23.9
"21",1987-12-25,"ATMP",24.3
"22",1987-12-26,"ATMP",24.2
"23",1987-12-27,"ATMP",24.2
"24",1987-12-28,"ATMP",24.5
"25",1987-12-29,"ATMP",22.8
"26",1987-12-30,"ATMP",13.1
"27",1987-12-31,"ATMP",20.8
"28",1988-01-01,"ATMP",22.9
"29",1988-01-02,"ATMP",21.4
"30",1988-01-03,"ATMP",24.7
"31",1988-01-04,"ATMP",22.7
"32",1988-01-05,"ATMP",17.2
"33",1988-01-06,"ATMP",22.2
"34",1988-01-07,"ATMP",23.5
"35",1988-01-08,"ATMP",22.5
"36",1988-01-09,"ATMP",24.2
"37",1988-01-10,"ATMP",23.6
"38",1988-01-11,"ATMP",18.3
"39",1988-01-12,"ATMP",15.7
"40",1988-01-13,"ATMP",21.7
"41",1988-01-14,"ATMP",17.8
"42",1988-01-15,"ATMP",19.7
"43",1988-01-16,"ATMP",17
"44",1988-01-17,"ATMP",20.9
"45",1988-01-18,"ATMP",22.3
"46",1988-01-19,"ATMP",23.1
"47",1988-01-20,"ATMP",24.1
"48",1988-01-21,"ATMP",24.3
"49",1988-01-22,"ATMP",19.4
"50",1988-01-23,"ATMP",13
"51",1988-01-24,"ATMP",19.5
"52",1988-01-25,"ATMP",24.4
"53",1988-01-26,"ATMP",13.4
"54",1988-01-27,"ATMP",10
"55",1988-01-28,"ATMP",10.6
"56",1988-01-29,"ATMP",18.8
"57",1988-01-30,"ATMP",21.2
"58",1988-01-31,"ATMP",21.9
"59",1988-02-01,"ATMP",22.7
"60",1988-02-02,"ATMP",22.8
"61",1988-02-03,"ATMP",22.9
"62",1988-02-04,"ATMP",22.9
"63",1988-02-05,"ATMP",21.4
"64",1988-02-06,"ATMP",17.6
"65",1988-02-07,"ATMP",15.8
"66",1988-02-08,"ATMP",22.2
"67",1988-02-09,"ATMP",16.7
"68",1988-02-10,"ATMP",17.8
"69",1988-02-11,"ATMP",19.3
"70",1988-02-12,"ATMP",16.9
"71",1988-02-13,"ATMP",10.3
"72",1988-02-14,"ATMP",13.8
"73",1988-02-15,"ATMP",22.4
"74",1988-02-16,"ATMP",16.9
"75",1988-02-17,"ATMP",20.6
"76",1988-02-18,"ATMP",22.8
"77",1988-02-19,"ATMP",24.3
"78",1988-02-20,"ATMP",24.6
"79",1988-02-21,"ATMP",23.6
"80",1988-02-22,"ATMP",15.7
"81",1988-02-23,"ATMP",23.3
"82",1988-02-24,"ATMP",21.9
"83",1988-02-25,"ATMP",17.5
"84",1988-02-26,"ATMP",12.9
"85",1988-02-27,"ATMP",13.7
"86",1988-02-28,"ATMP",16
"87",1988-02-29,"ATMP",16.1
"88",1988-03-01,"ATMP",16.2
"89",1988-03-02,"ATMP",21
"90",1988-03-03,"ATMP",22.3
"91",1988-03-04,"ATMP",22.9
"92",1988-03-05,"ATMP",23
"93",1988-03-06,"ATMP",23.3
"94",1988-03-07,"ATMP",22.1
"95",1988-03-08,"ATMP",22.8
"96",1988-03-09,"ATMP",23.3
"97",1988-03-10,"ATMP",24.2
"98",1988-03-11,"ATMP",15.2
"99",1988-03-12,"ATMP",21.3
"100",1988-03-13,"ATMP",23.6
"101",1988-03-14,"ATMP",23.7
"102",1988-03-15,"ATMP",13.1
"103",1988-03-16,"ATMP",9.9
"104",1988-03-17,"ATMP",16
"105",1988-03-18,"ATMP",21.4
"106",1988-03-19,"ATMP",23.6
"107",1988-03-20,"ATMP",12.4
"108",1988-03-21,"ATMP",15.1
"109",1988-03-22,"ATMP",20.1
"110",1988-03-23,"ATMP",21.8
"111",1988-03-24,"ATMP",22.8
"112",1988-03-25,"ATMP",22.9
"113",1988-03-26,"ATMP",23.4
"114",1988-03-27,"ATMP",23.6
"115",1988-03-28,"ATMP",23.6
"116",1988-03-29,"ATMP",23.6
"117",1988-03-30,"ATMP",23.5
"118",1988-03-31,"ATMP",23.1
"119",1988-04-01,"ATMP",22.6
"120",1988-04-02,"ATMP",23.3
"121",1988-04-03,"ATMP",23.3
"122",1988-04-04,"ATMP",24
"123",1988-04-05,"ATMP",24.2
"124",1988-04-06,"ATMP",23.2
"125",1988-04-07,"ATMP",21.9
"126",1988-04-08,"ATMP",20
"127",1988-04-09,"ATMP",19.2
"128",1988-04-10,"ATMP",22.7
"129",1988-04-11,"ATMP",22.7
"130",1988-04-12,"ATMP",21.3
"131",1988-04-13,"ATMP",19
"132",1988-04-14,"ATMP",17.2
"133",1988-04-15,"ATMP",20.2
"134",1988-04-16,"ATMP",20.6
"135",1988-04-17,"ATMP",21.4
"136",1988-04-18,"ATMP",23.4
"137",1988-04-19,"ATMP",24.3
"138",1988-04-20,"ATMP",24.6
"139",1988-04-21,"ATMP",21.2
"140",1988-04-22,"ATMP",23.9
"141",1988-04-23,"ATMP",25.2
"142",1988-04-24,"ATMP",25.8
"143",1988-04-25,"ATMP",25.5
"144",1988-04-26,"ATMP",26.2
"145",1988-04-27,"ATMP",26
"146",1988-04-28,"ATMP",24.4
"147",1988-04-29,"ATMP",22.5
"148",1988-04-30,"ATMP",25.3
"149",1988-05-01,"ATMP",24.2
"150",1988-05-02,"ATMP",21
"151",1988-05-03,"ATMP",24
"152",1988-05-04,"ATMP",24.2
"153",1988-05-05,"ATMP",23.2
"154",1988-05-06,"ATMP",19.8
"155",1988-05-07,"ATMP",19.8
"156",1988-05-08,"ATMP",24
"157",1988-05-09,"ATMP",23.2
"158",1988-05-10,"ATMP",23.3
"159",1988-05-11,"ATMP",22.3
"160",1988-05-12,"ATMP",24.8
"161",1988-05-13,"ATMP",25.7
"162",1988-05-14,"ATMP",24.6
"163",1988-05-15,"ATMP",22.9
"164",1988-05-16,"ATMP",24.4
"165",1988-05-17,"ATMP",24.9
"166",1988-05-18,"ATMP",23.5
"167",1988-05-19,"ATMP",24.6
"168",1988-05-20,"ATMP",25.2
"169",1988-05-21,"ATMP",26.4
"170",1988-05-22,"ATMP",27.2
"171",1988-05-23,"ATMP",26.8
"172",1988-05-24,"ATMP",27
"173",1988-05-25,"ATMP",27
"174",1988-05-26,"ATMP",26.2
"175",1988-05-27,"ATMP",24.4
"176",1988-05-28,"ATMP",26.1
"177",1988-05-29,"ATMP",24.3
"178",1988-05-30,"ATMP",25.4
"179",1988-05-31,"ATMP",25.8
"180",1988-06-01,"ATMP",25.3
"181",1988-06-02,"ATMP",25.4
"182",1988-06-03,"ATMP",25.9
"183",1988-06-04,"ATMP",27
"184",1988-06-05,"ATMP",27.4
"185",1988-06-06,"ATMP",27.6
"186",1988-06-07,"ATMP",26.7
"187",1988-06-08,"ATMP",23.2
"188",1988-06-09,"ATMP",27.4
"189",1988-06-10,"ATMP",27.6
"190",1988-06-11,"ATMP",25.9
"191",1988-06-12,"ATMP",27.3
"192",1988-06-13,"ATMP",26.8
"193",1988-06-14,"ATMP",26.6
"194",1988-06-15,"ATMP",26.5
"195",1988-06-16,"ATMP",26.3
"196",1988-06-17,"ATMP",26.6
"197",1988-06-18,"ATMP",25.6
"198",1988-06-19,"ATMP",26.4
"199",1988-06-20,"ATMP",26.8
"200",1988-06-21,"ATMP",27.3
"201",1988-06-22,"ATMP",27.5
"202",1988-06-23,"ATMP",27.8
"203",1988-06-24,"ATMP",27.7
"204",1988-06-25,"ATMP",27
"205",1988-06-26,"ATMP",27.3
"206",1988-06-27,"ATMP",28
"207",1988-06-28,"ATMP",27.6
"208",1988-06-29,"ATMP",27.7
"209",1988-06-30,"ATMP",27.6
"210",1988-07-01,"ATMP",27.7
"211",1988-07-02,"ATMP",27.8
"212",1988-07-03,"ATMP",26.8
"213",1988-07-04,"ATMP",27.9
"214",1988-07-05,"ATMP",26.6
"215",1988-07-06,"ATMP",26.6
"216",1988-07-07,"ATMP",25.7
"217",1988-07-08,"ATMP",28.1
"218",1988-07-09,"ATMP",26.6
"219",1988-07-10,"ATMP",28.5
"220",1988-07-11,"ATMP",28.5
"221",1988-07-12,"ATMP",27.6
"222",1988-07-13,"ATMP",27.9
"223",1988-07-14,"ATMP",28.3
"224",1988-07-15,"ATMP",28.4
"225",1988-07-16,"ATMP",28.6
"226",1988-07-17,"ATMP",28.4
"227",1988-07-18,"ATMP",28.2
"228",1988-07-19,"ATMP",27.2
"229",1988-07-20,"ATMP",26.6
"230",1988-07-21,"ATMP",27.9
"231",1988-07-22,"ATMP",28
"232",1988-07-23,"ATMP",28.2
"233",1988-07-25,"ATMP",29
"234",1988-07-26,"ATMP",28.8
"235",1988-07-27,"ATMP",28.9
"236",1988-07-28,"ATMP",28.7
"237",1988-07-29,"ATMP",29
"238",1988-07-30,"ATMP",28.8
"239",1988-08-01,"ATMP",28.5
"240",1988-08-02,"ATMP",28.6
"241",1988-08-03,"ATMP",28.5
"242",1988-08-04,"ATMP",28.7
"243",1988-08-05,"ATMP",28.6
"244",1988-08-06,"ATMP",27.5
"245",1988-08-07,"ATMP",29
"246",1988-08-08,"ATMP",28.5
"247",1988-08-09,"ATMP",28.7
"248",1988-08-10,"ATMP",27.5
"249",1988-08-11,"ATMP",27.7
"250",1988-08-12,"ATMP",28.3
"251",1988-08-13,"ATMP",28.3
"252",1988-08-14,"ATMP",28.7
"253",1988-08-15,"ATMP",26.9
"254",1988-08-16,"ATMP",28.2
"255",1988-08-17,"ATMP",28.3
"256",1988-08-19,"ATMP",28.6
"257",1988-08-20,"ATMP",28.5
"258",1988-08-21,"ATMP",28.7
"259",1988-08-22,"ATMP",28.6
"260",1988-08-23,"ATMP",28.5
"261",1988-08-24,"ATMP",28.5
"262",1988-08-26,"ATMP",28.8
"263",1988-08-27,"ATMP",28.3
"264",1988-08-28,"ATMP",28.6
"265",1988-08-29,"ATMP",28.4
"266",1988-08-30,"ATMP",28
"267",1988-08-31,"ATMP",23.7
"268",1988-09-01,"ATMP",27.9
"269",1988-09-02,"ATMP",28.6
"270",1988-09-03,"ATMP",28.6
"271",1988-09-04,"ATMP",28.7
"272",1988-09-05,"ATMP",28.2
"273",1988-09-06,"ATMP",28.7
"274",1988-09-07,"ATMP",28.4
"275",1988-09-08,"ATMP",28.7
"276",1988-09-09,"ATMP",28.5
"277",1988-09-10,"ATMP",28.5
"278",1988-09-11,"ATMP",28.1
"279",1988-09-12,"ATMP",28.7
"280",1988-09-13,"ATMP",28.7
"281",1988-09-14,"ATMP",28.6
"282",1988-09-15,"ATMP",27.4
"283",1988-09-16,"ATMP",28.4
"284",1988-09-17,"ATMP",28.1
"285",1988-09-18,"ATMP",27.8
"286",1988-09-19,"ATMP",25.9
"287",1988-09-20,"ATMP",28
"288",1988-09-21,"ATMP",27.5
"289",1988-09-22,"ATMP",27.7
"290",1988-09-23,"ATMP",27.4
"291",1988-09-24,"ATMP",27.9
"292",1988-09-25,"ATMP",27.4
"293",1988-09-26,"ATMP",27.1
"294",1988-09-27,"ATMP",27.2
"295",1988-09-28,"ATMP",27.7
"296",1988-09-29,"ATMP",27.5
"297",1988-09-30,"ATMP",28
"298",1988-10-01,"ATMP",27.6
"299",1988-10-02,"ATMP",27.4
"300",1988-10-03,"ATMP",27.8
"301",1988-10-04,"ATMP",27.5
"302",1988-10-05,"ATMP",26.4
"303",1988-10-06,"ATMP",28
"304",1988-10-07,"ATMP",25.5
"305",1988-10-08,"ATMP",23.7
"306",1988-10-09,"ATMP",26.8
"307",1988-10-10,"ATMP",27
"308",1988-10-11,"ATMP",24.7
"309",1988-10-12,"ATMP",24
"310",1988-10-13,"ATMP",23
"311",1988-10-14,"ATMP",25.6
"312",1988-10-15,"ATMP",25.5
"313",1988-10-16,"ATMP",26
"314",1988-10-17,"ATMP",23.5
"315",1988-10-18,"ATMP",26
"316",1988-10-19,"ATMP",26.2
"317",1988-10-20,"ATMP",25.9
"318",1988-10-21,"ATMP",25.9
"319",1988-10-22,"ATMP",23.5
"320",1988-10-23,"ATMP",23.2
"321",1988-10-24,"ATMP",24.5
"322",1988-10-25,"ATMP",24.4
"323",1988-10-26,"ATMP",25.1
"324",1988-10-27,"ATMP",25.3
"325",1988-10-28,"ATMP",26.2
"326",1988-10-29,"ATMP",26.2
"327",1988-10-30,"ATMP",25.7
"328",1988-10-31,"ATMP",22.9
"329",1988-11-01,"ATMP",23.8
"330",1988-11-02,"ATMP",22.1
"331",1988-11-03,"ATMP",24.4
"332",1988-11-04,"ATMP",26.8
"333",1988-11-05,"ATMP",26.6
"334",1988-11-06,"ATMP",25.4
"335",1988-11-07,"ATMP",22
"336",1988-11-08,"ATMP",21.4
"337",1988-11-09,"ATMP",24.3
"338",1988-11-10,"ATMP",25.3
"339",1988-11-11,"ATMP",23.7
"340",1988-11-12,"ATMP",25.2
"341",1988-11-13,"ATMP",25
"342",1988-11-14,"ATMP",23.6
"343",1988-11-15,"ATMP",26.1
"344",1988-11-16,"ATMP",26.2
"345",1988-11-17,"ATMP",26.2
"346",1988-11-18,"ATMP",26.4
"347",1988-11-19,"ATMP",26.4
"348",1988-11-20,"ATMP",26.4
"349",1988-11-21,"ATMP",26.6
"350",1988-11-22,"ATMP",26.8
"351",1988-11-23,"ATMP",26
"352",1988-11-24,"ATMP",20.5
"353",1988-11-25,"ATMP",24.2
"354",1988-11-26,"ATMP",23.9
"355",1988-11-27,"ATMP",25.8
"356",1988-11-28,"ATMP",24.6
"357",1988-11-29,"ATMP",18.7
"358",1988-11-30,"ATMP",25
"359",1988-12-01,"ATMP",22.9
"360",1988-12-02,"ATMP",14.9
"361",1988-12-03,"ATMP",17.4
"362",1988-12-04,"ATMP",18.8
"363",1988-12-05,"ATMP",18.3
"364",1988-12-06,"ATMP",19.5
"365",1988-12-07,"ATMP",23.6
"366",1988-12-08,"ATMP",24.1
"367",1988-12-09,"ATMP",24.1
"368",1988-12-10,"ATMP",21.6
"369",1988-12-11,"ATMP",23.8
"370",1988-12-12,"ATMP",24.3
"371",1988-12-13,"ATMP",18
"372",1988-12-14,"ATMP",13
"373",1988-12-15,"ATMP",22.8
"374",1988-12-16,"ATMP",21.1
"375",1988-12-17,"ATMP",15.3
"376",1988-12-18,"ATMP",9.8
"377",1988-12-19,"ATMP",13.6
"378",1988-12-20,"ATMP",22.8
"379",1988-12-21,"ATMP",23.9
"380",1988-12-22,"ATMP",22.3
"381",1988-12-23,"ATMP",23.3
"382",1988-12-24,"ATMP",23.5
"383",1988-12-25,"ATMP",24.3
"384",1988-12-26,"ATMP",23.8
"385",1988-12-27,"ATMP",23.9
"386",1988-12-28,"ATMP",24
"387",1988-12-29,"ATMP",23.9
"388",1988-12-30,"ATMP",23.9
"389",1988-12-31,"ATMP",24
"390",1989-01-01,"ATMP",24
"391",1989-01-02,"ATMP",22.7
"392",1989-01-03,"ATMP",21.8
"393",1989-01-04,"ATMP",22.2
"394",1989-01-05,"ATMP",17.7
"395",1989-01-06,"ATMP",22.9
"396",1989-01-07,"ATMP",23.4
"397",1989-01-08,"ATMP",23.8
"398",1989-01-09,"ATMP",23.7
"399",1989-01-10,"ATMP",22.5
"400",1989-01-11,"ATMP",24.2
"401",1989-01-12,"ATMP",24
"402",1989-01-13,"ATMP",23.9
"403",1989-01-14,"ATMP",24.1
"404",1989-01-15,"ATMP",24.2
"405",1989-01-16,"ATMP",23.9
"406",1989-01-17,"ATMP",22.6
"407",1989-01-18,"ATMP",23.6
"408",1989-01-19,"ATMP",23.6
"409",1989-01-20,"ATMP",23.8
"410",1989-01-21,"ATMP",22.4
"411",1989-01-22,"ATMP",24.8
"412",1989-01-23,"ATMP",13.5
"413",1989-01-24,"ATMP",17
"414",1989-01-25,"ATMP",19.7
"415",1989-01-26,"ATMP",23.1
"416",1989-01-27,"ATMP",23.3
"417",1989-01-28,"ATMP",23.4
"418",1989-01-29,"ATMP",23.1
"419",1989-01-30,"ATMP",23.3
"420",1989-01-31,"ATMP",20.1
"421",1989-02-01,"ATMP",22.3
"422",1989-02-02,"ATMP",23.7
"423",1989-02-03,"ATMP",24
"424",1989-02-04,"ATMP",23.9
"425",1989-02-05,"ATMP",23.8
"426",1989-02-06,"ATMP",24.1
"427",1989-02-07,"ATMP",24
"428",1989-02-08,"ATMP",24.3
"429",1989-02-09,"ATMP",22.8
"430",1989-02-10,"ATMP",17.1
"431",1989-02-11,"ATMP",18.7
"432",1989-02-12,"ATMP",14.8
"433",1989-02-13,"ATMP",22.9
"434",1989-02-14,"ATMP",23.5
"435",1989-02-15,"ATMP",23.3
"436",1989-02-16,"ATMP",23.8
"437",1989-02-17,"ATMP",23.7
"438",1989-02-18,"ATMP",23.5
"439",1989-02-19,"ATMP",23.8
"440",1989-02-20,"ATMP",23.9
"441",1989-02-21,"ATMP",24.4
"442",1989-02-22,"ATMP",24.4
"443",1989-02-23,"ATMP",15.5
"444",1989-02-24,"ATMP",7.1
"445",1989-02-25,"ATMP",6.3
"446",1989-02-26,"ATMP",11
"447",1989-02-27,"ATMP",15.9
"448",1989-02-28,"ATMP",23
"449",1989-03-01,"ATMP",21.8
"450",1989-03-02,"ATMP",23.7
"451",1989-03-03,"ATMP",24
"452",1989-03-04,"ATMP",24.2
"453",1989-03-05,"ATMP",24.4
"454",1989-03-06,"ATMP",24.6
"455",1989-03-07,"ATMP",24.2
"456",1989-03-08,"ATMP",15.4
"457",1989-03-09,"ATMP",11.8
"458",1989-03-10,"ATMP",10.7
"459",1989-03-11,"ATMP",13
"460",1989-03-12,"ATMP",17
"461",1989-03-13,"ATMP",17.6
"462",1989-03-14,"ATMP",20.4
"463",1989-03-15,"ATMP",22.8
"464",1989-03-16,"ATMP",23.3
"465",1989-03-17,"ATMP",23.4
"466",1989-03-18,"ATMP",23.2
"467",1989-03-19,"ATMP",21.3
"468",1989-03-20,"ATMP",23.2
"469",1989-03-21,"ATMP",23.5
"470",1989-03-22,"ATMP",23.7
"471",1989-03-23,"ATMP",24.2
"472",1989-03-24,"ATMP",24
"473",1989-03-25,"ATMP",20.6
"474",1989-03-26,"ATMP",22.6
"475",1989-03-27,"ATMP",24.5
"476",1989-03-28,"ATMP",24.3
"477",1989-03-29,"ATMP",24.2
"478",1989-03-30,"ATMP",24.7
"479",1989-04-01,"ATMP",23.5
"480",1989-04-02,"ATMP",22.2
"481",1989-04-03,"ATMP",24.2
"482",1989-04-04,"ATMP",24.8
"483",1989-04-05,"ATMP",24.1
"484",1989-04-06,"ATMP",24.3
"485",1989-04-07,"ATMP",23.4
"486",1989-04-08,"ATMP",21.5
"487",1989-04-09,"ATMP",24.5
"488",1989-04-10,"ATMP",24.8
"489",1989-04-11,"ATMP",23.9
"490",1989-04-12,"ATMP",22.9
"491",1989-04-13,"ATMP",24.8
"492",1989-04-14,"ATMP",25.2
"493",1989-04-15,"ATMP",25.4
"494",1989-04-16,"ATMP",25
"495",1989-04-17,"ATMP",25.6
"496",1989-04-18,"ATMP",25.2
"497",1989-04-19,"ATMP",24.7
"498",1989-04-20,"ATMP",24.9
"499",1989-04-21,"ATMP",24
"500",1989-04-22,"ATMP",20.4
"501",1989-04-23,"ATMP",24.1
"502",1989-04-24,"ATMP",24.7
"503",1989-04-25,"ATMP",24.9
"504",1989-04-26,"ATMP",24.7
"505",1989-04-27,"ATMP",25.2
"506",1989-04-28,"ATMP",25.1
"507",1989-04-29,"ATMP",26
"508",1989-04-30,"ATMP",24.4
"509",1989-05-01,"ATMP",26.2
"510",1989-05-02,"ATMP",25.3
"511",1989-05-03,"ATMP",25.3
"512",1989-05-04,"ATMP",25.9
"513",1989-05-05,"ATMP",25.5
"514",1989-05-06,"ATMP",26
"515",1989-05-07,"ATMP",23.9
"516",1989-05-08,"ATMP",21.1
"517",1989-05-09,"ATMP",24.1
"518",1989-05-10,"ATMP",25.4
"519",1989-05-11,"ATMP",25.8
"520",1989-05-12,"ATMP",20.3
"521",1989-05-13,"ATMP",23.2
"522",1989-05-14,"ATMP",26.4
"523",1989-05-15,"ATMP",26.7
"524",1989-05-16,"ATMP",26.6
"525",1989-05-17,"ATMP",27
"526",1989-05-18,"ATMP",27.1
"527",1989-05-19,"ATMP",26.6
"528",1989-05-20,"ATMP",25.8
"529",1989-05-21,"ATMP",26.2
"530",1989-05-22,"ATMP",26.3
"531",1989-05-23,"ATMP",26.4
"532",1989-05-24,"ATMP",27.2
"533",1989-05-25,"ATMP",27
"534",1989-05-26,"ATMP",27.1
"535",1989-05-27,"ATMP",27.8
"536",1989-05-28,"ATMP",27.4
"537",1989-05-29,"ATMP",26.8
"538",1989-05-30,"ATMP",26.3
"539",1989-05-31,"ATMP",26.8
"540",1989-06-01,"ATMP",26.8
"541",1989-06-02,"ATMP",26.6
"542",1989-06-03,"ATMP",27.2
"543",1989-06-04,"ATMP",26.9
"544",1989-06-05,"ATMP",27
"545",1989-06-06,"ATMP",27.2
"546",1989-06-07,"ATMP",26.8
"547",1989-06-08,"ATMP",27.8
"548",1989-06-09,"ATMP",27.5
"549",1989-06-10,"ATMP",27.6
"550",1989-06-11,"ATMP",27.4
"551",1989-06-12,"ATMP",27.4
"552",1989-06-13,"ATMP",27.7
"553",1989-06-14,"ATMP",27.7
"554",1989-06-15,"ATMP",27.7
"555",1989-06-16,"ATMP",27.5
"556",1989-06-17,"ATMP",27.5
"557",1989-06-18,"ATMP",27.5
"558",1989-06-19,"ATMP",26.9
"559",1989-06-20,"ATMP",27.3
"560",1989-06-21,"ATMP",27.6
"561",1989-06-22,"ATMP",27.6
"562",1989-06-23,"ATMP",27.5
"563",1989-06-24,"ATMP",27.4
"564",1989-06-25,"ATMP",26.4
"565",1989-06-26,"ATMP",26.8
"566",1989-06-27,"ATMP",27.2
"567",1989-06-28,"ATMP",26.8
"568",1989-06-29,"ATMP",27.5
"569",1989-06-30,"ATMP",27.4
"570",1989-07-01,"ATMP",27
"571",1989-07-02,"ATMP",26.4
"572",1989-07-03,"ATMP",26.5
"573",1989-07-04,"ATMP",26.6
"574",1989-07-05,"ATMP",27.4
"575",1989-07-06,"ATMP",26.8
"576",1989-07-07,"ATMP",26.8
"577",1989-07-08,"ATMP",27.7
"578",1989-07-09,"ATMP",27.7
"579",1989-07-10,"ATMP",28.3
"580",1989-07-11,"ATMP",28.2
"581",1989-07-12,"ATMP",28.2
"582",1989-07-13,"ATMP",27.7
"583",1989-07-14,"ATMP",28.2
"584",1989-07-15,"ATMP",28.5
"585",1989-07-16,"ATMP",28.4
"586",1989-07-17,"ATMP",28
"587",1989-07-18,"ATMP",28.7
"588",1989-07-19,"ATMP",28.9
"589",1989-07-20,"ATMP",28.8
"590",1989-07-21,"ATMP",28.4
"591",1989-07-22,"ATMP",28
"592",1989-07-23,"ATMP",28.7
"593",1989-07-24,"ATMP",28.5
"594",1989-07-25,"ATMP",28.5
"595",1989-07-26,"ATMP",28.2
"596",1989-07-27,"ATMP",27.2
"597",1989-07-28,"ATMP",28.2
"598",1989-07-29,"ATMP",28.4
"599",1989-07-30,"ATMP",28.3
"600",1989-07-31,"ATMP",28.5
"601",1989-08-01,"ATMP",28.8
"602",1989-08-02,"ATMP",28.9
"603",1989-08-03,"ATMP",28.9
"604",1989-08-04,"ATMP",27.8
"605",1989-08-05,"ATMP",28.5
"606",1989-08-06,"ATMP",28.9
"607",1989-08-07,"ATMP",28.8
"608",1989-08-08,"ATMP",28.6
"609",1989-08-09,"ATMP",27.1
"610",1989-08-10,"ATMP",28.6
"611",1989-08-11,"ATMP",28.8
"612",1989-08-12,"ATMP",28.6
"613",1989-08-13,"ATMP",28.3
"614",1989-08-14,"ATMP",27.9
"615",1989-08-15,"ATMP",28.3
"616",1989-08-16,"ATMP",28.8
"617",1989-08-19,"ATMP",28.7
"618",1989-08-20,"ATMP",27.9
"619",1989-08-21,"ATMP",28.6
"620",1989-08-22,"ATMP",28.2
"621",1989-08-23,"ATMP",28.5
"622",1989-08-24,"ATMP",28.7
"623",1989-08-25,"ATMP",28.6
"624",1989-08-26,"ATMP",28.3
"625",1989-08-27,"ATMP",28.5
"626",1989-08-29,"ATMP",27.6
"627",1989-08-30,"ATMP",28.8
"628",1989-08-31,"ATMP",28.9
"629",1989-09-01,"ATMP",28.9
"630",1989-09-02,"ATMP",28.8
"631",1989-09-03,"ATMP",28.7
"632",1989-09-04,"ATMP",28.8
"633",1989-09-05,"ATMP",28.8
"634",1989-09-06,"ATMP",28.7
"635",1989-09-07,"ATMP",28.3
"636",1989-09-08,"ATMP",28.6
"637",1989-09-09,"ATMP",27.6
"638",1989-09-10,"ATMP",26.7
"639",1989-09-11,"ATMP",28.2
"640",1989-09-12,"ATMP",28.5
"641",1989-09-13,"ATMP",28.3
"642",1989-09-14,"ATMP",28.4
"643",1989-09-15,"ATMP",28.7
"644",1989-09-16,"ATMP",28.5
"645",1989-09-17,"ATMP",28.5
"646",1989-09-18,"ATMP",27.5
"647",1989-09-19,"ATMP",27.4
"648",1989-09-20,"ATMP",27.2
"649",1989-09-21,"ATMP",25.8
"650",1989-09-22,"ATMP",28.8
"651",1989-09-23,"ATMP",28.5
"652",1989-09-24,"ATMP",28.7
"653",1989-09-25,"ATMP",28.6
"654",1989-09-26,"ATMP",28.3
"655",1989-09-27,"ATMP",28.7
"656",1989-09-28,"ATMP",28.4
"657",1989-09-29,"ATMP",28.2
"658",1989-09-30,"ATMP",28
"659",1989-10-01,"ATMP",28.4
"660",1989-10-02,"ATMP",27.8
"661",1989-10-03,"ATMP",27.4
"662",1989-10-04,"ATMP",27.8
"663",1989-10-05,"ATMP",26.6
"664",1989-10-06,"ATMP",28.1
"665",1989-10-07,"ATMP",28
"666",1989-10-08,"ATMP",27.8
"667",1989-10-09,"ATMP",28.2
"668",1989-10-10,"ATMP",27.1
"669",1989-10-11,"ATMP",27
"670",1989-10-12,"ATMP",27.8
"671",1989-10-13,"ATMP",28.1
"672",1989-10-14,"ATMP",27.9
"673",1989-10-15,"ATMP",28.1
"674",1989-10-16,"ATMP",27.9
"675",1989-10-17,"ATMP",27.9
"676",1989-10-18,"ATMP",27.9
"677",1989-10-19,"ATMP",27.8
"678",1989-10-20,"ATMP",18.7
"679",1989-10-21,"ATMP",16.2
"680",1989-10-22,"ATMP",19
"681",1989-10-23,"ATMP",19.4
"682",1989-10-24,"ATMP",21.2
"683",1989-10-25,"ATMP",20.3
"684",1989-10-26,"ATMP",20.7
"685",1989-10-27,"ATMP",19.4
"686",1989-10-28,"ATMP",20.4
"687",1989-10-29,"ATMP",19.6
"688",1989-10-30,"ATMP",22.7
"689",1989-10-31,"ATMP",22.3
"690",1989-11-01,"ATMP",24.4
"691",1989-11-02,"ATMP",26.2
"692",1989-11-03,"ATMP",23.5
"693",1989-11-04,"ATMP",23.9
"694",1989-11-05,"ATMP",26.2
"695",1989-11-06,"ATMP",26.6
"696",1989-11-07,"ATMP",26.1
"697",1989-11-08,"ATMP",25.5
"698",1989-11-09,"ATMP",26.6
"699",1989-11-10,"ATMP",24.9
"700",1989-11-11,"ATMP",25.4
"701",1989-11-12,"ATMP",25
"702",1989-11-13,"ATMP",25.2
"703",1989-11-14,"ATMP",25.8
"704",1989-11-15,"ATMP",26
"705",1989-11-16,"ATMP",26.4
"706",1989-11-17,"ATMP",15.9
